original_affiliation,new_affiliation,move_to_other_affiliation?
Department of Medicine; University of Wisconsin School of Medicine and Public Health; Madison WI USA,n/a,True
"Division of Biostatistics, School of Public Health; University of Minnesota; Minneapolis MN USA",n/a,True
EPIMED/Vivantes Auguste-Viktoria-Klinikum; Berlin Germany,n/a,True
"Epidemiological Cardiology Research Center (EPICARE), Department of Epidemiology and Prevention, and Department of Internal Medicine−Cardiology; Wake Forest School of Medicine; Winston Salem NC USA",n/a,True
Ospedale San Raffaele; Milan Italy,n/a,True
Research Department of Infection & Population Health; University College London Medical School; London UK,n/a,True
The Kirby Institute; University of New South Wales; Sydney Australia,n/a,True
Alberta HIV Clinic; Sheldon M. Chumir Health Centre; Calgary AB Canada,n/a,True
British Columbia Centre for Excellence in HIV/AIDS; Vancouver BC Canada,n/a,True
Center for AIDS Research; University of Washington; Seattle WA USA,n/a,True
Departments of Epidemiology and Medicine; Johns Hopkins University; Baltimore MD USA,n/a,True
Departments of Medicine and Biostatistics; Vanderbilt University School of Medicine; Nashville TN USA,n/a,True
Harvard Medical School; Boston MA USA,n/a,True
Kaiser Permanente Northern California; Oakland CA USA,n/a,True
"Cancer Biology Branch, ECD, NHEERL, US EPA, RTP, North Carolina ",n/a,True
"Department of Nutrition, University of North Carolina, Chapel Hill, North Carolina",Department of Nutrition,False
"Department of Nutrition, University of North Carolina, Chapel Hill, North Carolina; Center for Environmental Medicine, Asthma, and Lung Biology; University of North Carolina, Chapel Hill, North Carolina","Department of Nutrition|Center for Environmental Medicine, Asthma and Lung Biology",False
"Inorganic Carcinogenesis, LCC, National Cancer Institute at NIEHS",n/a,True
"Microarray Core, NIEHS, RTP, North Carolina",n/a,True
"Pharmacokinetics Branch, ETD, NHEERL, US EPA, RTP, North Carolina",n/a,True
Department of Radiology and BRIC; University of North Carolina at Chapel Hill; Chapel Hill; North Carolina,Biomedical Research Imaging Center|Department of Radiology,False
Biomedical Research Imaging Center (BRIC); Department of Radiology; University of North Carolina at Chapel Hill; North Carolina,Biomedical Research Imaging Center|Department of Radiology,False
Department of Neurology; University of North Carolina at Chapel Hill; North Carolina,Department of Neurology,False
Department of Pathology and Laboratory Medicine; University of North Carolina at Chapel Hill; North Carolina,Department of Pathology and Laboratory Medicine,False
Department of Radiology; University of North Carolina at Chapel Hill; North Carolina,Department of Radiology,False
Division of Neuroradiology; Department of Radiology; University of North Carolina at Chapel Hill; North Carolina,Department of Radiology,False
Department of Radiology and BRIC; University of North Carolina at Chapel Hill; Chapel Hill North Carolina,Biomedical Research Imaging Center|Department of Radiology,False
Med-X Research Institute; Shanghai Jiao Tong University; Shanghai,n/a,True
"Department of Instrument Science and Engineering, School of EIEE, Shanghai Jiao Tong University, China",n/a,True
"Department of Radiology and BRIC, IDEA Lab, University of North Carolina at Chapel Hill, North Carolina",Biomedical Research Imaging Center|Department of Radiology,False
Department of Psychology; Harlow Center for Biological Psychology; University of Wisconsin; Madison Wisconsin,n/a,True
"Department of Radiology; Center for In Vivo Microscopy, Duke University Medical Center; Durham North Carolina",n/a,True
"School of Psychology; South China Normal University, Guangzhou, Guangdong; China",n/a,True
Department of Radiology and BRIC; University of North Carolina at Chapel Hill; North Carolina,Biomedical Research Imaging Center|Department of Radiology,False
Department of Psychiatry; University of North Carolina at Chapel Hill; North Carolina,Department of Psychiatry,False
Department of Radiology and Biomedical Research Imaging Center; University of North Carolina at Chapel Hill; North Carolina,Biomedical Research Imaging Center|Department of Radiology,False
Biomedical Imaging Technology Center; Emory University; Atlanta Georgia,n/a,True
"Department of Neurology; University of California, Los Angeles; Los Angeles CA",n/a,True
"Department of Psychiatry and Biobehavioral Sciences; University of California, Los Angeles; Los Angeles CA",n/a,True
"Department of Psychiatry and Human Behavior; University of California, Irvine; Irvine CA",n/a,True
Department of Psychiatry; Beth Israel Deaconess Medical Center and Harvard Medical School; Boston MA,n/a,True
Department of Psychiatry; Emory University; Atlanta Georgia,n/a,True
"Department of Psychiatry; University of California, San Diego; San Diego CA",n/a,True
"Department of Psychiatry; University of California, San Francisco; San Francisco CA",n/a,True
"Department of Psychiatry; University of North Carolina, Chapel Hill; Chapel Hill NC",Department of Psychiatry,False
Department of Psychiatry; Yale University; New Haven CT,n/a,True
Department of Psychiatry; Zucker Hillside Hospital; Great Neck NY,n/a,True
Department of Psychology; Yale University; New Haven CT,n/a,True
Department of Radiology; University of Calgary; Calgary Alberta Canada,n/a,True
Departments of Diagnostic Radiology and Biomedical Engineering; Yale University; New Haven CT,n/a,True
Department of Computer Science and Engineering; Nanjing University of Aeronautics and Astronautics; Nanjing China,n/a,True
"CB#3367, Carolina Institute for Developmental Disabilities, UNC; Chapel Hill North Carolina",Carolina Institute for Developmental Disabilities,False
"Center for Interdisciplinary Brain Sciences Research, Stanford University Medical School; Stanford California",n/a,True
Department of Mathematics; Stanford University; Stanford California,n/a,True
"Center for Cognition and Brain Disorders, Hangzhou Normal University; Hangzhou 311121 China",n/a,True
"Depart of Anesthesiology; Xuanwu Hospital, Capital Medical University; Beijing 100053 China",n/a,True
"Department of Radiology; Xuanwu Hospital, Capital Medical University; Beijing 100053 China",n/a,True
"Biomedical Research Imaging Center, Department of Radiology, School of Medicine; University of North Carolina at Chapel Hill; North Carolina",Department of Radiology|Biomedical Research Imaging Center,False
"The Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, Department of Biomedical Engineering; Shenzhen University; China",n/a,True
Department of Psychiatry Research; Zucker Hillside Hospital; Glen Oaks New York,n/a,True
Department of Psychiatry and Human Behavior; University of California; Irvine California,n/a,True
"Department of Psychiatry; Beth Israel Deaconess Medical Center, Harvard Medical School; Boston Massachusetts",n/a,True
Department of Psychiatry; University of California; San Diego La Jolla California,n/a,True
Department of Psychiatry; University of California; San Francisco California,n/a,True
Department of Psychiatry; Yale University; New Haven Connecticut,n/a,True
Department of Psychology; Emory University; Atlanta Georgia,n/a,True
Departments of Psychology and Psychiatry; University of California; Los Angeles California,n/a,True
"Department of Biomedical Engineering, The Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging; Shenzhen University; Shenzhen China",n/a,True
Department of Computer Science and Bioimaging Research Center; The University of Georgia; Athens Georgia,n/a,True
Department of Neurology; University of California; Los Angeles Los Angeles California,n/a,True
"Department of Nutrition; Gillings School of Global Public Health, Nutrition Research Institute, The University of North Carolina; Chapel Hill North Carolina",Department of Nutrition|Nutrition Research Institute,False
"Department of Pediatrics; Developmental Cognitive Neuroimaging Laboratory, Keck School of Medicine, USC/Children's Hospital of Los Angeles; Los Angeles California",n/a,True
Department of Pediatrics; University of California; San Diego La Jolla California,n/a,True
Department of Psychiatry and Mental Health; University of Cape Town; Cape Town South Africa,n/a,True
Department of Psychology; San Diego State University; San Diego California,n/a,True
Department of Radiology; University of Calgary; Calgary Canada,n/a,True
"n        n        CR-UK Department of Oncology, Strangeways Research Laboratory, University of Cambridge, Cambridge, UK",n/a,True
"n        n        Department of Cancer Genetics, Roswell Park Cancer Institute, Buffalo, NY, USA",n/a,True
"n        n        Department of Gynaecological and Obstetrics, Skejby University Hospital, Århus, Denmark",n/a,True
"n        n        Department of Health Research and Policy, Stanford University School of Medicine, Stanford, CA, USA",n/a,True
"n        n        Department of Obstetrics and Gynaecology, University of Ulm, Ulm, Germany",n/a,True
"n        n        Department of Viruses, Hormones and Cancer, Institute of Cancer Epidemiology, Danish Cancer Society, Copenhagen, Denmark",n/a,True
"n        n        Division of Cancer Epidemiology, German Cancer Research Centre, Heidelberg, Germany",n/a,True
"n        n        Epidemiology Program, Cancer Research Centre of Hawaii, University of Hawaii, Honolulu, HI, USA",n/a,True
"n        n        Gynaecologic Clinic, The Juliane Marie Centre, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark",n/a,True
"n        n        Gynaecological Oncology Unit, UCL EGA Institute for Women's Health, University College London, UK",n/a,True
"n        n        Keck School of Medicine, University of Southern California, Los Angeles, CA, USA",n/a,True
"n        n        Mayo Clinic College of Medicine, Rochester, MN, USA",n/a,True
"n        n        Program in Epidemiology, Fred Hutchinson Cancer Research Centre, Seattle, WA, USA",n/a,True
"n        n        Roswell Park Cancer Centre, Buffalo, NY, USA",n/a,True
"n        n        School of Public Health, The University of Texas, Houston, TX, USA",n/a,True
"n        n        The Queensland Institute of Medical Research, Post Office Royal Brisbane Hospital, Australia",n/a,True
"n        n        Broad Institute of MIT and Harvard, Cambridge, MA, USA,",n/a,True
"n        n        Center for Research on Genomics and Global Health, National Human Genome Research Institute, Bethesda, MA, USA,",n/a,True
n        n        Department of Epidemiology and Biostatistics and,n/a,True
"n        n        Department of Epidemiology and Preventive Medicine, Stritch School of Medicine, Loyola University, Maywood, IL, USA,",n/a,True
"n        n        Department of Epidemiology, University of Michigan School of Public Health, Ann Arbor, MI, USA,",n/a,True
"n        n        Department of Genetics, Children's Hospital Boston, Boston, MA, USA,",n/a,True
n        n        Department of Medicine and,n/a,True
"n        n        Department of Medicine,",n/a,True
"n        n        Department of Medicine, Boston University School of Medicine, Framingham, MA, USA,",n/a,True
